iter	RMSE
0	0.156449031
1	0.1496570163
2	0.1432672938
3	0.1373265039
4	0.1315900938
5	0.1259849557
6	0.1209842802
7	0.1158080431
8	0.1111197358
9	0.1067593204
10	0.1024471023
11	0.09808552501
12	0.09400159772
13	0.09005267191
14	0.0863297786
15	0.08277294006
16	0.07953064384
17	0.07627021115
18	0.0730180857
19	0.07030575614
20	0.0674776775
21	0.0648292985
22	0.06252267903
23	0.05998946266
24	0.05777793573
25	0.05555838207
26	0.05357759605
27	0.05140899581
28	0.0494409586
29	0.04763737915
30	0.04601197505
31	0.04458256158
32	0.04303470232
33	0.04158968689
34	0.03996223895
35	0.03842172345
36	0.03712867235
37	0.03585638761
38	0.03471746001
39	0.03370454173
40	0.03278855858
41	0.03157975971
42	0.03044791977
43	0.02950185403
44	0.02876613527
45	0.02798711834
46	0.02730907285
47	0.02671131215
48	0.02583311961
49	0.02511464594
50	0.02435451188
51	0.02387100177
52	0.02324510764
53	0.0227186921
54	0.02205100016
55	0.02149373284
56	0.0211093527
57	0.0207716115
58	0.02032612564
59	0.01964001887
60	0.0190664274
61	0.01874069937
62	0.01813617637
63	0.01780852114
64	0.01735256167
65	0.01712523637
66	0.0168766666
67	0.01639706661
68	0.0161838489
69	0.01573535809
70	0.01554620425
71	0.01513184623
72	0.01496286534
73	0.01478192983
74	0.01464701709
75	0.01435003956
76	0.01420263365
77	0.01403724801
78	0.01401295544
79	0.01369125423
80	0.01357774483
81	0.01326252094
82	0.01324327313
83	0.01316779002
84	0.0130588757
85	0.01295294005
86	0.01286274033
87	0.0127721836
88	0.0126861018
89	0.01263686002
90	0.01260923548
91	0.0125815688
92	0.01255946766
93	0.01230690989
94	0.0122393786
95	0.01222757442
96	0.0122092718
97	0.01212702127
98	0.01211040439
99	0.01203528512
100	0.01197016164
101	0.01195447976
102	0.01194193269
103	0.0118963031
104	0.01183605609
105	0.01178891633
106	0.01173260783
107	0.01172596709
108	0.01170841636
109	0.01168621235
110	0.01164473325
111	0.01162424766
112	0.01156108695
113	0.01151340015
114	0.01149229027
115	0.01124682479
116	0.01121134498
117	0.01119512927
118	0.01116515114
119	0.01115959777
120	0.01111858446
121	0.01107403397
122	0.01105698983
123	0.01099192074
124	0.01095066343
125	0.01094396647
126	0.01092890419
127	0.01091681935
128	0.01091286661
129	0.01090053374
130	0.01085675784
131	0.01084787655
132	0.0108405869
133	0.01083312213
134	0.01082384372
135	0.01079532744
136	0.01074312163
137	0.01069611379
138	0.01065401914
139	0.01063601652
140	0.01061351044
141	0.01060188614
142	0.01056475933
143	0.01053401949
144	0.0105221454
145	0.01049724665
146	0.01049183595
147	0.0104846967
148	0.01047746459
149	0.01047284005
150	0.01045745988
151	0.01045349559
152	0.01043650754
153	0.01042695079
154	0.01036691337
155	0.01036077845
156	0.01035004146
157	0.01034516731
158	0.01034034535
159	0.01014049206
160	0.01013417688
161	0.01013021019
162	0.01012769086
163	0.0101238633
164	0.0101208234
165	0.01011900952
166	0.01011010609
167	0.01010775865
168	0.01010554937
169	0.01009137728
170	0.01009009253
171	0.01007843283
172	0.01006947457
173	0.01006079113
174	0.01005399516
175	0.01004331595
176	0.01004263297
177	0.01003951977
178	0.0100374597
179	0.01003271032
180	0.01003078301
181	0.01002398202
182	0.01002181421
183	0.01001160209
184	0.01001044201
185	0.01000554717
186	0.01000119051
187	0.009992196551
188	0.009983211279
189	0.009978829938
190	0.009799325966
191	0.009791269487
192	0.00978581059
193	0.009781701683
194	0.009777672489
195	0.009774858878
196	0.00977148929
197	0.0097643489
198	0.009758029845
199	0.009755414393
200	0.009753591276
201	0.009746198405
202	0.009742352412
203	0.009740636804
204	0.009737488745
205	0.009737074602
206	0.009730268848
207	0.009728751185
208	0.009725741482
209	0.009720478606
210	0.009714159775
211	0.009710122217
212	0.009704867185
213	0.009699331334
214	0.009695485961
215	0.009690422417
216	0.009689032603
217	0.009685375457
218	0.009684060413
219	0.009675825183
220	0.009674597885
221	0.009669429495
222	0.009667240462
223	0.009660105928
224	0.00965521964
225	0.009650407602
226	0.009645889579
227	0.009640836695
228	0.009639691895
229	0.0096354796
230	0.009634397964
231	0.009630995673
232	0.00962695129
233	0.009625926746
234	0.009621474665
235	0.009609539062
236	0.009600144233
237	0.009598244078
238	0.009595876727
239	0.009591950071
240	0.009555839767
241	0.009554265153
242	0.009549160373
243	0.009546132585
244	0.009540515367
245	0.009534686302
246	0.009534106569
247	0.009531498069
248	0.009527171466
249	0.009523108417
250	0.009520230333
251	0.009515702864
252	0.009514606143
253	0.009510176375
254	0.009506921636
255	0.009503753488
256	0.009502651467
257	0.009501633124
258	0.009500661235
259	0.009497175241
260	0.009492945817
261	0.009492083419
262	0.009489204268
263	0.009486216249
264	0.009483569534
265	0.00948205462
266	0.009481357727
267	0.009477045085
268	0.009474409079
269	0.009470354862
270	0.009465351434
271	0.009436417112
272	0.009432297691
273	0.009405503715
274	0.00940299028
275	0.009399804442
276	0.009397444581
277	0.009395125265
278	0.009368187694
279	0.009365219737
280	0.009362877021
281	0.009338111624
282	0.009335864358
283	0.009335378028
284	0.009335147573
285	0.009332393149
286	0.009329818592
287	0.009328279207
288	0.009327137982
289	0.009324999431
290	0.009166524459
291	0.009163911432
292	0.009142921762
293	0.009141463991
294	0.009139485288
295	0.009138413227
296	0.009137420541
297	0.009117451171
298	0.009112210533
299	0.009111620785
300	0.009110124269
301	0.009108130578
302	0.009107608567
303	0.009107296165
304	0.009106398268
305	0.009104127563
306	0.008956255653
307	0.008950252626
308	0.00894757592
309	0.008811606528
310	0.008809795562
311	0.008807560211
312	0.008793013532
313	0.008790675916
314	0.008787869266
315	0.008787648829
316	0.008774129049
317	0.008772022365
318	0.008771853819
319	0.008770191544
320	0.008767593707
321	0.008643022353
322	0.008642441538
323	0.008621088618
324	0.008619343782
325	0.008617082804
326	0.008615523628
327	0.008606584675
328	0.008606402879
329	0.00860531879
330	0.008605278205
331	0.008485953813
332	0.008483717388
333	0.008482682945
334	0.008481716455
335	0.008479785614
336	0.008479612632
337	0.008478537046
338	0.008476738148
339	0.008475851192
340	0.008475361664
341	0.008473763773
342	0.008471493348
343	0.008470819688
344	0.008470582754
345	0.008470069556
346	0.008468642776
347	0.008468512457
348	0.008468089593
349	0.008467173408
350	0.008466782927
351	0.008466182871
352	0.008465545368
353	0.008464507054
354	0.008464154961
355	0.008463198459
356	0.008462416287
357	0.0084620985
358	0.008461508018
359	0.008461013257
360	0.008460710553
361	0.00832108259
362	0.008321014596
363	0.008320820965
364	0.008320269148
365	0.008319831754
366	0.008319722611
367	0.008318573732
368	0.00830924192
369	0.008309114144
370	0.008309057261
371	0.008308946296
372	0.008308842335
373	0.008308442731
374	0.008308311581
375	0.008307933531
376	0.008307475869
377	0.00830714795
378	0.008307066109
379	0.008306364538
380	0.008181845221
381	0.008181752735
382	0.008081581352
383	0.008081517394
384	0.007988124289
385	0.007986289268
386	0.007984878974
387	0.007982956877
388	0.007959552464
389	0.007957866801
390	0.007956201851
391	0.007955714882
392	0.007955654595
393	0.007955093837
394	0.007954979983
395	0.007954690512
396	0.007954590995
397	0.007813910119
398	0.007808360851
399	0.007723284281
400	0.007723151333
401	0.007718399291
402	0.007717350058
403	0.007717203431
404	0.007637246936
405	0.007635929818
406	0.007635251963
407	0.007635086073
408	0.007634908896
409	0.007630583098
410	0.007630431448
411	0.007625409115
412	0.007625293698
413	0.007625161179
414	0.007499232079
415	0.007426238032
416	0.007353050704
417	0.00735150183
418	0.0073503204
419	0.007350104048
420	0.007347285505
421	0.007343734807
422	0.007230270569
423	0.007169116614
424	0.007112310964
425	0.007109584818
426	0.007108266555
427	0.007107595703
428	0.007107254684
429	0.00710431161
430	0.007094942472
431	0.007088835989
432	0.00708175705
433	0.007080989647
434	0.007080721333
435	0.007080471094
436	0.007061021085
437	0.007060784986
438	0.007060564709
439	0.007007103094
440	0.007006825969
