iter	RMSE
441	0.007005882198
442	0.007003534849
443	0.007002965011
444	0.007002629204
445	0.00700255938
446	0.006997011521
447	0.006948630053
448	0.006948294301
449	0.006948223932
450	0.006948145519
451	0.006948070792
452	0.006945148431
453	0.006944919121
454	0.006944859446
455	0.006944804464
456	0.006944758198
457	0.006944708914
458	0.006940289072
459	0.006895297699
460	0.006883424263
461	0.006882916195
462	0.006881223945
463	0.006849100519
464	0.006841184101
465	0.006832014729
466	0.006830640171
467	0.006825925443
468	0.006808284618
469	0.006746207979
470	0.006740016299
471	0.006707153779
472	0.006699341058
473	0.006691596461
474	0.006688864188
475	0.006688362924
476	0.006684181475
477	0.006678831062
478	0.006675002926
479	0.00666992302
480	0.006662165543
481	0.006658778901
482	0.006655823621
483	0.006596215498
484	0.006592701038
485	0.006589130993
486	0.006585959923
487	0.006582901923
488	0.006580109301
489	0.006577177437
490	0.006572740348
491	0.006569867214
492	0.006568887248
493	0.006565568454
494	0.006564735035
495	0.006562023387
496	0.006558127422
497	0.006555356213
498	0.006552693272
499	0.006550132331
500	0.006547726496
501	0.00654397857
502	0.006541675468
503	0.006539572717
504	0.00653649907
505	0.006532890472
506	0.006530584886
507	0.006528291324
508	0.006525934521
509	0.006522300087
510	0.006520077888
511	0.006518035682
512	0.006515967109
513	0.006512170873
514	0.006510180191
515	0.006507973173
516	0.006501130952
517	0.00649903837
518	0.006497090251
519	0.006495824753
520	0.006492589823
521	0.006491003498
522	0.006489313095
523	0.006487473672
524	0.006485658498
525	0.00648415522
526	0.006482650516
527	0.006481233836
528	0.006479899488
529	0.006478229909
530	0.006476839222
531	0.006475010999
532	0.00647345957
533	0.006472230103
534	0.006471119137
535	0.006469827687
536	0.006468720628
537	0.006468209863
538	0.006466768416
539	0.006465584491
540	0.00646444609
541	0.006463404392
542	0.006462107797
543	0.006461119775
544	0.006460184943
545	0.006459298276
546	0.006458458354
547	0.006457208363
548	0.00645642118
549	0.006455221651
550	0.006454247004
551	0.006453127891
552	0.006452362222
553	0.006448419862
554	0.006447701662
555	0.006446631614
556	0.006445948613
557	0.006445080218
558	0.006444059958
559	0.006443432331
560	0.006442815123
561	0.006442237973
562	0.006441689687
563	0.006441166296
564	0.006440331962
565	0.006439538378
566	0.006439038315
567	0.006438267354
568	0.006436521864
569	0.006436054849
570	0.006435608784
571	0.006434707153
572	0.006433841945
573	0.006427487376
574	0.006426170129
575	0.006425506331
576	0.006424859134
577	0.006424085747
578	0.006422556819
579	0.006422139907
580	0.006421742184
581	0.006421057623
582	0.006419893919
583	0.006419399942
584	0.006413112024
585	0.006412737704
586	0.00641237825
587	0.006411260181
588	0.006410184777
589	0.006409842252
590	0.006408761887
591	0.006408436361
592	0.006402732622
593	0.006402420973
594	0.006401140397
595	0.006400842856
596	0.006400520202
597	0.006394555988
598	0.006394281081
599	0.00639251921
600	0.006387374302
601	0.006386401696
602	0.006386143209
603	0.006384968766
604	0.00638035933
605	0.006378607119
606	0.006376906274
607	0.006375572002
608	0.006374081846
609	0.006372967653
610	0.006371376029
611	0.0063702705
612	0.006369842491
613	0.006368299443
614	0.00636680027
615	0.006365093709
616	0.006363611709
617	0.006359342675
618	0.006358969584
619	0.00635755281
620	0.006356196161
621	0.006354856076
622	0.00635355382
623	0.006349262988
624	0.006347998463
625	0.006346767804
626	0.006343179004
627	0.006341984489
628	0.006340915328
629	0.006340158142
630	0.006338997584
631	0.006335176892
632	0.006334753494
633	0.006331502093
634	0.006330371211
635	0.006329272867
636	0.006328203766
637	0.006327465665
638	0.006326595728
639	0.006325557094
640	0.006324603696
641	0.006323562526
642	0.006322601463
643	0.006321680767
644	0.006320670058
645	0.006320018757
646	0.006318973883
647	0.006317992959
648	0.006317083018
649	0.006313904012
650	0.006313753188
651	0.006312841898
652	0.006312246963
653	0.006311316641
654	0.006310412009
655	0.006309843412
656	0.006309121615
657	0.00630824435
658	0.006307843137
659	0.006306992644
660	0.006306166403
661	0.006305407998
662	0.006304705266
663	0.006304278714
664	0.006301302387
665	0.006300528984
666	0.006299806489
667	0.006299235456
668	0.006298530926
669	0.0062978607
670	0.006297361218
671	0.006296312584
672	0.006295700923
673	0.006294997477
674	0.006294348329
675	0.006293606627
676	0.006293436449
677	0.006292788619
678	0.006292061165
679	0.006291550861
680	0.006290853613
681	0.006290171463
682	0.006289535884
683	0.006289110154
684	0.006288902091
685	0.006288284156
686	0.006287876485
687	0.006287237341
688	0.006286672573
689	0.006286159239
690	0.006285569557
691	0.006285200236
692	0.006285133556
693	0.006284533034
694	0.006284182177
695	0.006283685314
696	0.006283208421
697	0.006282896031
698	0.006282598449
699	0.006281992866
700	0.006281403163
701	0.00628057541
702	0.006280020795
703	0.006279591454
704	0.00627917914
